size_n, comp_avg,  comp_maks, reads_avg, reads_maks, h_avg,   h_final   h_maks \n
90000, 24.410317, 41.000000, 23.283772, 81.000000, 18.090694, 19.000000, 19.000000 
90000, 24.483939, 41.000000, 23.285322, 81.000000, 18.199572, 19.000000, 19.000000 
90000, 24.509483, 41.000000, 23.370050, 81.000000, 18.269700, 19.000000, 19.000000 
90000, 24.579078, 41.000000, 23.416678, 82.000000, 18.330094, 19.000000, 19.000000 
90000, 24.460283, 41.000000, 23.341483, 82.000000, 18.161606, 19.000000, 19.000000 
90000, 24.393039, 41.000000, 23.289839, 82.000000, 17.952894, 18.000000, 19.000000 
90000, 24.416683, 41.000000, 23.284556, 82.000000, 18.174589, 19.000000, 19.000000 
90000, 24.433022, 41.000000, 23.353367, 82.000000, 18.081917, 19.000000, 19.000000 
90000, 24.432567, 41.000000, 23.299639, 82.000000, 18.182183, 19.000000, 19.000000 
90000, 24.410078, 41.000000, 23.315450, 81.000000, 18.153750, 19.000000, 19.000000 
90000, 24.498494, 41.000000, 23.353250, 82.000000, 18.251922, 19.000000, 19.000000 
90000, 24.496378, 41.000000, 23.324178, 82.000000, 18.264217, 19.000000, 19.000000 
100000, 24.668555, 41.000000, 23.492600, 82.000000, 18.241715, 19.000000, 19.000000 
100000, 24.639620, 41.000000, 23.488245, 82.000000, 18.254135, 19.000000, 19.000000 
100000, 24.639550, 41.000000, 23.457415, 82.000000, 18.194260, 19.000000, 19.000000 
100000, 24.689740, 41.000000, 23.468495, 82.000000, 18.273940, 19.000000, 19.000000 
100000, 24.783580, 41.000000, 23.501830, 87.000000, 18.449730, 19.000000, 20.000000 
100000, 24.662470, 41.000000, 23.454210, 82.000000, 18.236230, 19.000000, 19.000000 
100000, 24.612955, 41.000000, 23.476470, 82.000000, 18.189145, 19.000000, 19.000000 
100000, 24.669015, 41.000000, 23.525120, 82.000000, 18.267775, 19.000000, 19.000000 
100000, 24.624930, 41.000000, 23.431080, 82.000000, 18.196265, 19.000000, 19.000000 
100000, 24.661165, 41.000000, 23.458100, 82.000000, 18.244075, 19.000000, 19.000000 
100000, 24.706225, 41.000000, 23.462505, 82.000000, 18.323115, 19.000000, 19.000000 
100000, 24.715060, 43.000000, 23.508820, 87.000000, 18.797505, 19.000000, 20.000000 
100000, 24.751840, 41.000000, 23.549870, 82.000000, 18.299180, 19.000000, 19.000000 
100000, 24.657580, 41.000000, 23.440130, 81.000000, 18.276395, 19.000000, 19.000000 
100000, 24.613015, 41.000000, 23.458145, 82.000000, 18.131020, 19.000000, 19.000000 
100000, 24.664750, 41.000000, 23.521675, 81.000000, 18.188035, 19.000000, 19.000000 
100000, 24.681920, 41.000000, 23.499445, 82.000000, 18.313485, 19.000000, 19.000000 
100000, 24.646420, 41.000000, 23.447475, 82.000000, 18.233915, 19.000000, 19.000000 
100000, 24.650935, 41.000000, 23.507535, 82.000000, 18.252055, 19.000000, 19.000000 
100000, 24.690200, 41.000000, 23.509615, 82.000000, 18.263950, 19.000000, 19.000000 
